stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
StopArea:DUA8768135,"GRAND BOURG",,48.64632,2.433279,,,1,
StopArea:DUA8768147,"BOUTIGNY SUR ESSONNE",,48.43474,2.37794,,,1,
StopArea:DUA8768148,"MAISSE",,48.39286,2.393547,,,1,
StopArea:DUA8768151,"BUNO GIRONVILLE",,48.369422,2.387869,,,1,
StopArea:DUA8768440,"BOIGNEVILLE",,48.342593,2.378617,,,1,
StopArea:DUA8768441,"MALESHERBES",,48.291627,2.398144,,,1,
StopArea:DUA8754017,"DOURDAN LA FORET",,48.535621,1.995902,,,1,
StopArea:DUA8775864,"Cité Universitaire",,48.820657,2.339392,,,1,
StopArea:DUA8775865,"GENTILLY",,48.814901,2.340924,,,1,
StopArea:DUA8775866,"LAPLACE",,48.808506,2.333777,,,1,
StopArea:DUA8775867,"ARCUEIL CACHAN",,48.7982,2.328272,,,1,
StopArea:DUA8775868,"BAGNEUX",,48.793192,2.321611,,,1,
StopArea:DUA8775869,"BOURG LA REINE",,48.779796,2.31357,,,1,
StopArea:DUA8775873,"PARC DE SCEAUX",,48.770503,2.310837,,,1,
StopArea:DUA8775874,"LA CROIX DE BERNY",,48.762493,2.304248,,,1,
StopArea:DUA8775875,"ANTONY",,48.753981,2.301935,,,1,
StopArea:DUA8775876,"FONTAINE MICHALON",,48.743301,2.296751,,,1,
StopArea:DUA8775877,"LES BACONNETS",,48.739468,2.288345,,,1,
StopArea:DUA8738328,"MASSY VERRIERES",,48.735411,2.267856,,,1,
StopArea:DUA8775870,"SCEAUX",,48.781357,2.297648,,,1,
StopArea:DUA8775871,"FONTENAY AUX ROSES",,48.787882,2.293115,,,1,
StopArea:DUA8775872,"ROBINSON",,48.780139,2.281194,,,1,
StopArea:DUA8727142,"SEVRAN LIVRY",,48.935623,2.534714,,,1,
StopArea:DUA8727143,"VERT GALANT",,48.944938,2.566584,,,1,
StopArea:DUA8727151,"VILLEPARISIS MITRY LE NEUF",,48.953456,2.603388,,,1,
StopArea:DUA8727152,"MITRY CLAYE",,48.975383,2.644155,,,1,
StopArea:DUA8775880,"PALAISEAU",,48.717644,2.248167,,,1,
StopArea:DUA8775881,"PALAISEAU VILLEBON",,48.707153,2.238029,,,1,
StopArea:DUA8775882,"LOZERE",,48.70589,2.212121,,,1,
StopArea:DUA8775883,"LE GUICHET",,48.705579,2.191546,,,1,
StopArea:DUA8775884,"ORSAY VILLE",,48.697926,2.182328,,,1,
StopArea:DUA8775885,"BURES SUR YVETTE",,48.695809,2.162691,,,1,
StopArea:DUA8775886,"LA HACQUINIERE",,48.695264,2.151642,,,1,
StopArea:DUA8775887,"GIF SUR YVETTE",,48.698467,2.13734,,,1,
StopArea:DUA8775888,"COURCELLE SUR YVETTE",,48.70047,2.099176,,,1,
StopArea:DUA8775889,"SAINT-REMY LES CHEVREUSE",,48.703043,2.070412,,,1,
StopArea:DUA8728187,"MAGENTA",,48.880914,2.358833,,,1,
StopArea:DUA8728189,"HAUSSMANN SAINT-LAZARE",,48.87403,2.32728,,,1,
StopArea:DUA8754320,"AVENUE DU PRESIDENT KENNEDY - Maison de Radio France",,48.85327,2.279788,,,1,
StopArea:DUA8754318,"BOULAINVILLIERS",,48.857616,2.274843,,,1,
StopArea:DUA8738104,"AVENUE HENRI MARTIN",,48.864314,2.272964,,,1,
StopArea:DUA8738103,"AVENUE FOCH",,48.870974,2.275575,,,1,
StopArea:DUA8738102,"NEUILLY PORTE MAILLOT - Palais des Congrès",,48.877718,2.282869,,,1,
StopArea:DUA8711127,"Porte de Clichy",,48.89438,2.313888,,,1,
StopArea:DUA8727124,"SAINT-OUEN",,48.905478,2.322775,,,1,
StopArea:DUA8727214,"LES GRESILLONS",,48.920416,2.314542,,,1,
StopArea:DUA8727120,"GENNEVILLIERS",,48.933258,2.307553,,,1,
StopArea:DUA8727114,"EPINAY SUR SEINE",,48.954994,2.301266,,,1,
StopArea:DUA8727617,"SAINT-GRATIEN",,48.963857,2.284108,,,1,
StopArea:DUA8775809,"SAINT-GERMAIN EN LAYE",,48.898363,2.095295,,,1,
StopArea:DUA8738265,"CERGY LE HAUT",,49.04759,2.010721,,,1,
StopArea:DUA8738249,"CERGY SAINT-CHRISTOPHE",,49.049835,2.034375,,,1,
StopArea:DUA8738190,"Gare de Cergy Préfecture",,49.036346,2.080418,,,1,
StopArea:DUA8733448,"NEUVILLE UNIVERSITE",,49.014712,2.07952,,,1,
StopArea:DUA8738165,"ACHERES VILLE",,48.969944,2.077125,,,1,
StopArea:DUA8738640,"HOUILLES CARRIERES SUR SEINE",,48.919598,2.187053,,,1,
StopArea:DUA8743317,"NEUILLY PLAISANCE",,48.853047,2.514691,,,1,
StopArea:DUA8775832,"BRY SUR MARNE",,48.844181,2.526063,,,1,
StopArea:DUA8775833,"NOISY LE GRAND MONT D'EST",,48.840863,2.551849,,,1,
StopArea:DUA8775834,"NOISY CHAMPS",,48.842687,2.578754,,,1,
StopArea:DUA8775835,"NOISIEL",,48.843974,2.615586,,,1,
StopArea:DUA8775836,"LOGNES",,48.839255,2.633449,,,1,
StopArea:DUA8775837,"TORCY",,48.839129,2.65603,,,1,
StopArea:DUA8775498,"BUSSY ST GEORGES",,48.836541,2.708958,,,1,
StopArea:DUA8773006,"VAL D'EUROPE",,48.855176,2.773661,,,1,
StopArea:DUA8775499,"MARNE LA VALLEE CHESSY",,48.871878,2.782595,,,1,
StopArea:DUA8754631,"GARE DE CHEMIN D ANTONY",,48.748021,2.312555,,,1,
StopArea:DUA8754629,"RUNGIS LA FRATERNELLE",,48.740727,2.35295,,,1,
StopArea:DUA8738605,"ACHERES GRAND CORMIER",,48.955294,2.09278,,,1,
StopArea:DUA8754309,"ANGERVILLE",,48.311639,2.003233,,,1,
StopArea:DUA8754511,"MONNERVILLE",,48.347872,2.03153,,,1,
StopArea:DUA8754512,"GUILLERVAL",,48.374621,2.060235,,,1,
StopArea:DUA8768245,"CHAMPAGNE SUR SEINE",,48.405053,2.799816,,,1,
StopArea:DUA8738400,"PARIS SAINT-LAZARE",,48.875673,2.325413,,,1,
StopArea:DUA8738114,"OSNY",,49.063079,2.057261,,,1,
StopArea:DUA8738188,"Gare d'Herblay",,48.990985,2.161263,,,1,
StopArea:DUA8738187,"LA FRETTE MONTIGNY",,48.980197,2.18161,,,1,
StopArea:DUA8738186,"CORMEILLES EN PARISIS",,48.968622,2.194338,,,1,
StopArea:DUA8738179,"VAL D'ARGENTEUIL",,48.950739,2.231064,,,1,
StopArea:DUA8768666,"PARIS BERCY",,48.838388,2.38232,,,1,
StopArea:DUA8768240,"LIVRY SUR SEINE",,48.510301,2.679295,,,1,
StopArea:DUA8768241,"CHARTRETTES",,48.48703,2.695842,,,1,
StopArea:DUA8768242,"FONTAINE LE PORT",,48.486962,2.751743,,,1,
StopArea:DUA8768243,"HERICY",,48.443336,2.759856,,,1,
StopArea:DUA8768244,"VULAINES SUR SEINE SAMOREAU",,48.430971,2.753178,,,1,
StopArea:DUA8768246,"VERNOU SUR SEINE",,48.386691,2.842993,,,1,
StopArea:DUA8768247,"LA GRANDE PAROISSE",,48.379068,2.897153,,,1,
StopArea:DUA8727640,"SAINT-LEU D'ESSERENT",,49.213856,2.417369,,,1,
StopArea:DUA8727641,"PRECY SUR OISE",,49.203266,2.376601,,,1,
StopArea:DUA8727644,"BORAN SUR OISE",,49.166775,2.362304,,,1,
StopArea:DUA8727645,"BRUYERES SUR OISE",,49.15519,2.325754,,,1,
StopArea:DUA8727654,"AUVERS SUR OISE",,49.070462,2.175304,,,1,
StopArea:DUA8727616,"CHAPONVAL",,49.06969,2.143036,,,1,
StopArea:DUA8727615,"PONT PETIT",,49.059091,2.131304,,,1,
StopArea:DUA8727614,"EPLUCHES",,49.054426,2.123903,,,1,
StopArea:DUA8739110,"GARE VAUGIRARD",,48.838556,2.316395,,,1,
StopArea:DUA8711677,"CRECY LA CHAPELLE",,48.859297,2.905411,,,1,
StopArea:DUA8711674,"VILLIERS MONTBARBIN",,48.86329,2.883202,,,1,
StopArea:DUA8711673,"COUILLY SAINT-GERMAIN QUINCY",,48.883291,2.853867,,,1,
StopArea:DUA8711640,"MONTRY CONDE",,48.890332,2.827088,,,1,
StopArea:DUA8768410,"MONTIGNY SUR LOING",,48.337699,2.735051,,,1,
StopArea:DUA8768411,"BOURRON MARLOTTE GREZ",,48.333843,2.694004,,,1,
StopArea:DUA8768412,"NEMOURS SAINT-PIERRE",,48.267801,2.685554,,,1,
StopArea:DUA8768419,"BAGNEAUX SUR LOING",,48.230157,2.703449,,,1,
StopArea:DUA8768421,"SOUPPES CHATEAU LANDON",,48.181691,2.735537,,,1,
StopArea:DUA8768423,"DORDIVES",,48.147218,2.762728,,,1,
StopArea:DUA8768424,"FERRIERES FONTENAY",,48.100858,2.773714,,,1,
StopArea:DUA8768400,"MONTARGIS",,48.007032,2.743038,,,1,
StopArea:DUA8727634,"DEUIL MONTMAGNY",,48.975603,2.33852,,,1,
StopArea:DUA8727636,"GROSLAY",,48.984894,2.353715,,,1,
StopArea:DUA8727638,"SARCELLES SAINT-BRICE",,48.995029,2.368109,,,1,
StopArea:DUA8727639,"ECOUEN EZANVILLE",,49.02303,2.363378,,,1,
StopArea:DUA8727643,"DOMONT",,49.032842,2.338056,,,1,
StopArea:DUA8727648,"BOUFFEMONT MOISSELLES",,49.045115,2.32262,,,1,
StopArea:DUA8727650,"PRESLES COURCELLES",,49.114062,2.287915,,,1,
StopArea:DUA8727675,"NOINTEL MOURS",,49.132212,2.281003,,,1,
StopArea:DUA8739400,"CHARTRES",,48.448385,1.480871,,,1,
StopArea:DUA8739417,"LA VILLETTE SAINT-PREST",,48.482411,1.522358,,,1,
StopArea:DUA8739415,"JOUY",,48.510447,1.557776,,,1,
StopArea:DUA8739414,"SAINT-PIAT",,48.542184,1.589985,,,1,
StopArea:DUA8739413,"MAINTENON",,48.585279,1.592458,,,1,
StopArea:DUA8739411,"EPERNON",,48.605076,1.681646,,,1,
StopArea:DUA8739334,"GAZERAN",,48.624719,1.771622,,,1,
StopArea:DUA8739340,"FONTENAY LE FLEURY",,48.808529,2.040775,,,1,
StopArea:DUA8739341,"VILLEPREUX LES CLAYES",,48.823752,1.991648,,,1,
StopArea:DUA8739362,"PLAISIR LES CLAYES",,48.829372,1.960945,,,1,
StopArea:DUA8739347,"MARCHEZAIS BROUE",,48.768422,1.513333,,,1,
StopArea:DUA8739346,"HOUDAN",,48.79527,1.602639,,,1,
StopArea:DUA8739345,"TACOIGNIERES RICHEBOURG",,48.831254,1.669297,,,1,
StopArea:DUA8739344,"ORGERUS BEHOUST",,48.826523,1.702709,,,1,
StopArea:DUA8739343,"GARANCIERES LA QUEUE",,48.810728,1.76477,,,1,
StopArea:DUA8739389,"MONTFORT L'AMAURY MERE",,48.802411,1.815618,,,1,
StopArea:DUA8739388,"VILLIERS NEAUPHLE PONTCHARTRAIN",,48.814774,1.875802,,,1,
StopArea:DUA8738112,"CLICHY LEVALLOIS",,48.896975,2.298157,,,1,
StopArea:DUA8738113,"ASNIERES SUR SEINE",,48.906276,2.284233,,,1,
StopArea:DUA8738630,"LES VALLEES",,48.913637,2.257326,,,1,
StopArea:DUA8738600,"LA GARENNE COLOMBES",,48.909493,2.237965,,,1,
StopArea:DUA8738156,"GARGENVILLE",,48.984197,1.811754,,,1,
StopArea:DUA8738225,"GARCHES MARNES LA COQUETTE",,48.838812,2.186405,,,1,
StopArea:DUA8738226,"VAUCRESSON",,48.837214,2.152839,,,1,
StopArea:DUA8738243,"LA CELLE SAINT-CLOUD",,48.843389,2.13552,,,1,
StopArea:DUA8738244,"BOUGIVAL",,48.854245,2.131596,,,1,
StopArea:DUA8738245,"LOUVECIENNES",,48.861009,2.123079,,,1,
StopArea:DUA8738246,"MARLY LE ROI",,48.871528,2.09704,,,1,
StopArea:DUA8738247,"L'ETANG LA VILLE",,48.868064,2.076719,,,1,
StopArea:DUA8738248,"SAINT-NOM LA BRETECHE FORET DE MARLY",,48.86715,2.05056,,,1,
StopArea:DUA8738220,"COURBEVOIE",,48.897805,2.247688,,,1,
StopArea:DUA8738234,"SEVRES VILLE D'AVRAY",,48.826523,2.200704,,,1,
StopArea:DUA8738233,"CHAVILLE RIVE DROITE",,48.812328,2.18756,,,1,
StopArea:DUA8738288,"GARE DE VIROFLAY RIVE DROITE",,48.804539,2.169,,,1,
StopArea:DUA8738287,"MONTREUIL",,48.806752,2.151291,,,1,
StopArea:DUA8738286,"VERSAILLES RIVE DROITE",,48.80862,2.13372,,,1,
StopArea:DUA8738709,"BUEIL",,48.925094,1.443791,,,1,
StopArea:DUA8738162,"BREVAL",,48.942877,1.541571,,,1,
StopArea:DUA8738700,"GARE DE EVREUX-NORMANDIE",,49.01842,1.149004,,,1,
StopArea:DUA8727158,"ORMOY VILLERS",,49.200877,2.838108,,,1,
StopArea:DUA8727155,"LE PLESSIS BELLEVILLE",,49.096121,2.744686,,,1,
StopArea:DUA8727153,"DAMMARTIN JUILLY SAINT-MARD",,49.035158,2.695671,,,1,
StopArea:DUA8727205,"THIEUX NANTOUILLET",,49.008487,2.670577,,,1,
StopArea:DUA8727204,"COMPANS",,48.991391,2.66506,,,1,
StopArea:DUA8739387,"NOISY LE ROI",,48.841779,2.061731,,,1,
StopArea:DUA8738281,"MAREIL MARLY",,48.880992,2.079178,,,1,
StopArea:DUA8736692,"SAINT-GERMAIN EN LAYE BEL AIR FOURQUEUX",,48.895554,2.070637,,,1,
StopArea:DUA8738280,"SAINT-GERMAIN EN LAYE GRANDE CEINTURE",,48.903205,2.072971,,,1,
StopArea:DUA8743179,"ROUGEMONT CHANTELOUP",,48.930934,2.51505,,,1,
StopArea:DUA8711389,"FREINVILLE SEVRAN",,48.927068,2.520005,,,1,
StopArea:DUA8711388,"Gare de l'Abbaye",,48.921926,2.516444,,,1,
StopArea:DUA8798871,"LYCEE HENRI SELLIER",,48.916097,2.515061,,,1,
StopArea:DUA8711386,"GARGAN",,48.908353,2.517303,,,1,
StopArea:DUA8711385,"LES PAVILLONS SOUS BOIS",,48.902316,2.509631,,,1,
StopArea:DUA8711387,"Gare Allée de la Tour Rendez-Vous",,48.896618,2.506016,,,1,
StopArea:DUA8711384,"LES COQUETIERS",,48.892813,2.500159,,,1,
StopArea:DUA8798870,"REMISE A JORELLE",,48.893816,2.488382,,,1,
StopPoint:DUA8731351,"BEAUVAIS",,49.426202,2.088507,,,0,StopArea:DUA8731351
StopPoint:DUA8744895,"BEAUVAIS TILLE AEROPORT",,49.459464,2.110794,,,0,StopArea:DUA8744895
StopPoint:DUA8754573,"BONNEVAL",,48.186437,1.386245,,,0,StopArea:DUA8754573
StopPoint:DUA8754575,"CHATEAUDUN",,48.073407,1.338435,,,0,StopArea:DUA8754575
StopPoint:DUA8727611,"CHANTILLY GOUVIEUX",,49.187334,2.45952,,,0,StopArea:DUA8727611
StopPoint:DUA8727210,"VINEUIL SAINT-FIRMIN",,49.21639,2.491135,,,0,StopArea:DUA8727210
StopPoint:DUA8727211,"COURTEUIL",,49.200838,2.538913,,,0,StopArea:DUA8727211
StopPoint:DUA8727166,"SENLIS",,49.20611,2.592248,,,0,StopArea:DUA8727166
StopPoint:DUA8768100,"CORBEIL ESSONNES",,48.613428,2.472934,,,0,StopArea:DUA8768100
StopPoint:DUA8768160,"ESSONNES ROBINSON",,48.605556,2.462456,,,0,StopArea:DUA8768160
StopPoint:DUA8768161,"VILLABE",,48.592628,2.461806,,,0,StopArea:DUA8768161
StopPoint:DUA8768162,"LE PLESSIS CHENET",,48.573808,2.479469,,,0,StopArea:DUA8768162
StopPoint:DUA8799063,"LE COUDRAY MONCEAUX LA JUSTICE",,48.565271,2.488287,,,0,StopArea:DUA8799063
StopPoint:DUA8768163,"COUDRAY MONTCEAUX",,48.566118,2.492713,,,0,StopArea:DUA8768163
StopPoint:DUA8754570,"VOVES",,48.274632,1.621499,,,0,StopArea:DUA8754570
StopPoint:DUA8754565,"AUNEAU",,48.445254,1.779584,,,0,StopArea:DUA8754565
StopPoint:DUA8754552,"DOURDAN",,48.533733,2.008772,,,0,StopArea:DUA8754552
StopPoint:DUA76:147,"GARE D'EVRY COURCOURONNES",,48.625714,2.428746,,,0,StopArea:DUA8768138
StopPoint:DUA76:420,"GARE D'EVRY",,48.634557,2.45202,,,0,StopArea:DUA8768136
StopPoint:DUA8739100,"GARE MONTPARNASSE",,48.841187,2.320509,,,0,StopArea:DUA8739100
StopPoint:DUA8739300,"VERSAILLES CHANTIERS",,48.79528,2.13605,,,0,StopArea:DUA8739300
StopPoint:DUA8739322,"SAINT-CYR",,48.798708,2.071847,,,0,StopArea:DUA8739322
StopPoint:DUA8739384,"SAINT-QUENTIN EN YVELINES",,48.78739,2.044622,,,0,StopArea:DUA8739384
StopPoint:DUA8739383,"TRAPPES",,48.774803,2.006567,,,0,StopArea:DUA8739383
StopPoint:DUA8739325,"LA VERRIERE",,48.755389,1.943835,,,0,StopArea:DUA8739325
StopPoint:DUA8739327,"COIGNIERES",,48.743484,1.921037,,,0,StopArea:DUA8739327
StopPoint:DUA8739328,"LES ESSARTS LE ROI",,48.721916,1.890005,,,0,StopArea:DUA8739328
StopPoint:DUA8739329,"LE PERRAY",,48.693097,1.856592,,,0,StopArea:DUA8739329
StopPoint:DUA8739331,"RAMBOUILLET",,48.644222,1.832935,,,0,StopArea:DUA8739331
StopPoint:DUA76:418,"GARE DE GRIGNY CENTRE",,48.653556,2.396085,,,0,StopArea:DUA8768137
StopPoint:DUA76:237,"GARE DE JUVISY",,48.688914,2.383526,,,0,StopArea:DUA8754524
StopPoint:DUA76:421,"GARE DU BRAS DE FER",,48.623241,2.450856,,,0,StopArea:DUA8768139
StopPoint:DUA8738189,"CONFLANS SAINTE-HONORINE",,48.99663,2.097774,,,0,StopArea:DUA8738189
StopPoint:DUA8738145,"CONFLANS FIN D'OISE",,48.991317,2.074013,,,0,StopArea:DUA8738145
StopPoint:DUA8738148,"MAURECOURT",,48.987057,2.059788,,,0,StopArea:DUA8738148
StopPoint:DUA8738149,"ANDRESY",,48.974821,2.049083,,,0,StopArea:DUA8738149
StopPoint:DUA8738147,"CHANTELOUP LES VIGNES",,48.970367,2.027519,,,0,StopArea:DUA8738147
StopPoint:DUA8738180,"TRIEL SUR SEINE",,48.981072,2.005931,,,0,StopArea:DUA8738180
StopPoint:DUA8738181,"VAUX SUR SEINE",,49.007127,1.963552,,,0,StopArea:DUA8738181
StopPoint:DUA8738182,"THUN LE PARADIS",,49.0067,1.919237,,,0,StopArea:DUA8738182
StopPoint:DUA8741071,"MEULAN ARQUEBUSE",,49.004403,1.909537,,,0,StopArea:DUA8741071
StopPoint:DUA8738668,"LES MUREAUX",,48.992592,1.913531,,,0,StopArea:DUA8738668
StopPoint:DUA8741069,"MEULAN PLACE DU VEXIN",,49.004475,1.906968,,,0,StopArea:DUA8741069
StopPoint:DUA8738183,"MEULAN HARDRICOURT",,49.005763,1.901782,,,0,StopArea:DUA8738183
StopPoint:DUA8738155,"JUZIERS",,48.992241,1.845134,,,0,StopArea:DUA8738155
StopPoint:DUA8741085,"GARGENVILLE MAIRIE",,48.988097,1.81156,,,0,StopArea:DUA8741085
StopPoint:DUA8738157,"ISSOU PORCHEVILLE",,48.979292,1.783973,,,0,StopArea:DUA8738157
StopPoint:DUA8738158,"LIMAY",,48.984173,1.747786,,,0,StopArea:DUA8738158
StopPoint:DUA8738159,"MANTES STATION",,48.983655,1.715211,,,0,StopArea:DUA58:1120
StopPoint:DUA8738150,"MANTES LA JOLIE",,48.989503,1.703016,,,0,StopArea:DUA8738150
StopPoint:DUA8727159,"CREPY EN VALOIS",,49.231222,2.888467,,,0,StopArea:DUA8727159
StopPoint:DUA8727157,"NANTEUIL LE HAUDOIN",,49.142827,2.794553,,,0,StopArea:DUA8727157
StopPoint:DUA76:41,"GARE D'ORANGIS BOIS DE L EPINE",,48.636291,2.407797,,,0,StopArea:DUA8768134
StopPoint:DUA76:419,"GARE DE RIS ORANGIS",,48.659298,2.414422,,,0,StopArea:DUA8768133
StopPoint:DUA76:229,"PEREIRE LEVALLOIS",,48.885466,2.29823,,,0,StopArea:DUA8738101
StopPoint:DUA76:354,"PLACE LOULOU GASTE",,48.886941,2.301022,,,0,StopArea:DUA8756867
StopPoint:DUA76:316,"PORTE D'ASNIERES",,48.890824,2.302778,,,0,StopArea:DUA8798223
StopPoint:DUA76:355,"TOCQUEVILLE",,48.888281,2.306432,,,0,StopArea:DUA8756868
StopPoint:DUA76:356,"PEREIRE SAUSSURE",,48.887743,2.309935,,,0,StopArea:DUA8756869
StopPoint:DUA76:228,"PONT CARDINET",,48.887573,2.314037,,,0,StopArea:DUA8738111
StopPoint:DUA76:357,"JOUFFROY TOCQUEVILLE",,48.885828,2.309077,,,0,StopArea:DUA59:3765161
StopPoint:DUA76:358,"AMPERE WAGRAM",,48.885252,2.303599,,,0,StopArea:DUA59439
StopPoint:DUA8727600,"CREIL",,49.263944,2.468914,,,0,StopArea:DUA8727600
StopPoint:DUA8727613,"PONTOISE",,49.046646,2.095195,,,0,StopArea:DUA8727613
StopPoint:DUA8727610,"SAINT-OUEN L'AUMONE",,49.045312,2.105111,,,0,StopArea:DUA8727610
StopPoint:DUA8733798,"SAINT-OUEN L'AUMONE LIESSE",,49.033988,2.128264,,,0,StopArea:DUA8733798
StopPoint:DUA8727609,"PIERRELAYE",,49.019137,2.154663,,,0,StopArea:DUA8727609
StopPoint:DUA8727608,"MONTIGNY BEAUCHAMP",,49.007423,2.19762,,,0,StopArea:DUA8727608
StopPoint:DUA8727607,"FRANCONVILLE LE PLESSIS BOUCHARD",,48.993713,2.234276,,,0,StopArea:DUA8727607
StopPoint:DUA8727606,"CERNAY",,48.985005,2.257474,,,0,StopArea:DUA8727606
StopPoint:DUA8727605,"ERMONT EAUBONNE",,48.980646,2.272085,,,0,StopArea:DUA8727605
StopPoint:DUA8727603,"CHAMP DE COURSES D'ENGHIEN",,48.979448,2.292477,,,0,StopArea:DUA8727603
StopPoint:DUA8727602,"ENGHIEN LES BAINS",,48.972749,2.307137,,,0,StopArea:DUA8727602
StopPoint:DUA8727117,"LA BARRE ORMESSON",,48.966327,2.316582,,,0,StopArea:DUA8727117
StopPoint:DUA8727112,"EPINAY VILLETANEUSE",,48.95827,2.328245,,,0,StopArea:DUA8727112
StopPoint:DUA8727101,"SAINT-DENIS",,48.934456,2.345604,,,0,StopArea:DUA8727101
StopPoint:DUA8727100,"PARIS NORD",,48.880845,2.356722,,,0,StopArea:DUA8727103
StopPoint:DUA8711379,"VILLIERS SUR MARNE PLESSIS TREVISE",,48.823267,2.54268,,,0,StopArea:DUA8711379
StopPoint:DUA8711377,"LES BOULLEREAUX CHAMPIGNY",,48.824849,2.511856,,,0,StopArea:DUA8711377
StopPoint:DUA8711374,"NOGENT LE PERREUX",,48.839342,2.494188,,,0,StopArea:DUA8711374
StopPoint:DUA8711371,"VAL DE FONTENAY",,48.854269,2.489167,,,0,StopArea:DUA8711371
StopPoint:DUA8711370,"ROSNY SOUS BOIS",,48.869912,2.485761,,,0,StopArea:DUA8711370
StopPoint:DUA8711369,"ROSNY BOIS PERRIER",,48.882304,2.481421,,,0,StopArea:DUA8711369
StopPoint:DUA8711321,"NOISY LE SEC",,48.896652,2.458363,,,0,StopArea:DUA8711321
StopPoint:DUA8711320,"PANTIN",,48.898112,2.400362,,,0,StopArea:DUA8711320
StopPoint:DUA8711300,"PARIS EST",,48.877376,2.359457,,,0,StopArea:DUA8711300
StopPoint:DUA8711347,"LE RAINCY VILLEMOMBLE",,48.889077,2.512567,,,0,StopArea:DUA8711347
StopPoint:DUA8711351,"GAGNY",,48.883734,2.525434,,,0,StopArea:DUA8711351
StopPoint:DUA8711352,"CHENAY GAGNY",,48.877158,2.552882,,,0,StopArea:DUA8711352
StopPoint:DUA8711611,"CHELLES GOURNAY",,48.874144,2.583331,,,0,StopArea:DUA8711611
StopPoint:DUA8711629,"VAIRES TORCY",,48.875208,2.637591,,,0,StopArea:DUA8711629
StopPoint:DUA8711340,"BONDY",,48.89403,2.480071,,,0,StopArea:DUA8711340
StopPoint:DUA8711380,"LES YVRIS NOISY LE GRAND",,48.823152,2.579837,,,0,StopArea:DUA8711380
StopPoint:DUA8711604,"EMERAINVILLE PONTAULT COMBAULT",,48.80577,2.619396,,,0,StopArea:DUA8711604
StopPoint:DUA8711603,"ROISSY EN BRIE",,48.795655,2.650388,,,0,StopArea:DUA8711603
StopPoint:DUA8711602,"OZOIR LA FERRIERE",,48.770779,2.690253,,,0,StopArea:DUA8711602
StopPoint:DUA8711601,"GRETZ ARMAINVILLIERS",,48.746452,2.727229,,,0,StopArea:DUA8711601
StopPoint:DUA8711621,"TOURNAN",,48.739487,2.758825,,,0,StopArea:DUA8711621
StopPoint:DUA8727627,"ORRY LA VILLE COYE LA FORET",,49.155327,2.475658,,,0,StopArea:DUA8727627
StopPoint:DUA8727628,"LA BORNE BLANCHE",,49.126781,2.506144,,,0,StopArea:DUA8727628
StopPoint:DUA8727626,"SURVILLIERS FOSSES",,49.099587,2.525532,,,0,StopArea:DUA8727626
StopPoint:DUA8727625,"LOUVRES",,49.049326,2.501758,,,0,StopArea:DUA8727625
StopPoint:DUA8727623,"LES NOUES",,49.033183,2.478033,,,0,StopArea:DUA8727623
StopPoint:DUA8727624,"GOUSSAINVILLE",,49.023162,2.462169,,,0,StopArea:DUA8727624
StopPoint:DUA8727622,"VILLIERS LE BEL GONESSE ARNOUVILLE",,48.993777,2.416187,,,0,StopArea:DUA8727622
StopPoint:DUA8727619,"GARGES SARCELLES",,48.976748,2.390594,,,0,StopArea:DUA8727619
StopPoint:DUA8727116,"PIERREFITTE STAINS",,48.963755,2.372103,,,0,StopArea:DUA8727116
StopPoint:DUA8716478,"STADE DE FRANCE SAINT-DENIS",,48.917567,2.35039,,,0,StopArea:DUA8716478
StopPoint:DUA8768140,"MOULIN GALANT",,48.587154,2.47349,,,0,StopArea:DUA8768140
StopPoint:DUA8768141,"MENNECY",,48.570597,2.432099,,,0,StopArea:DUA8768141
StopPoint:DUA8768143,"BALLANCOURT",,48.531502,2.370518,,,0,StopArea:DUA8768143
StopPoint:DUA8768145,"LA FERTE ALAIS",,48.484957,2.351858,,,0,StopArea:DUA8768145
StopPoint:DUA8768200,"MELUN",,48.527243,2.65499,,,0,StopArea:DUA8768200
StopPoint:DUA8768217,"LE MEE",,48.538775,2.625522,,,0,StopArea:DUA8768217
StopPoint:DUA8768216,"CESSON",,48.564949,2.594552,,,0,StopArea:DUA8768216
StopPoint:DUA8768218,"SAVIGNY LE TEMPLE NANDY",,48.595564,2.583948,,,0,StopArea:DUA8768218
StopPoint:DUA8768215,"LIEUSAINT MOISSY",,48.628376,2.569584,,,0,StopArea:DUA8768215
StopPoint:DUA8768214,"COMBS LA VILLE QUINCY",,48.667902,2.547548,,,0,StopArea:DUA8768214
StopPoint:DUA8768213,"BOUSSY SAINT-ANTOINE",,48.681017,2.533131,,,0,StopArea:DUA8768213
StopPoint:DUA8768212,"BRUNOY",,48.699732,2.506078,,,0,StopArea:DUA8768212
StopPoint:DUA8768211,"YERRES",,48.706611,2.484245,,,0,StopArea:DUA8768211
StopPoint:DUA8768210,"MONTGERON CROSNE",,48.708238,2.462282,,,0,StopArea:DUA8768210
StopPoint:DUA8768182,"VILLENEUVE SAINT-GEORGES",,48.730117,2.446136,,,0,StopArea:DUA8768182
StopPoint:DUA8768180,"VILLENEUVE TRIAGE",,48.745231,2.438344,,,0,StopArea:DUA8768180
StopPoint:DUA8760880,"CRETEIL POMPADOUR",,48.773318,2.436146,,,0,StopArea:DUA8760880
